gt_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
i3050-gt,3050,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[379.0, 274.0, 475.0, 352.0]",78.0,small,m3-f2-i3050-p291988,0.0189,"[376.76, 266.85, 485.74, 356.59]",0.7656
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[634.0, 320.0, 650.0, 364.0]",16.0,tiny,m3-f0-i3888-p384995,0.0189,"[631.05, 319.22, 653.86, 364.44]",0.6824
i3872-gt,3872,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[454.0, 401.0, 530.0, 478.0]",76.0,small,m3-f2-i3872-p363318,0.0187,"[451.94, 396.18, 533.32, 477.71]",0.8758
i3805-gt,3805,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[88.0, 249.0, 163.0, 325.0]",75.0,small,m3-f0-i3805-p369956,0.0187,"[86.94, 251.12, 159.94, 319.19]",0.8483
i3799-gt,3799,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[637.0, 610.0, 704.0, 679.0]",67.0,small,m3-f0-i3799-p368760,0.0185,"[638.75, 612.57, 701.88, 673.36]",0.8302
i3725-gt,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[252.0, 214.0, 313.0, 272.0]",58.0,small,m3-f0-i3725-p350546,0.0184,"[250.85, 210.77, 314.77, 274.0]",0.8754
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[476.0, 92.0, 532.0, 140.0]",48.0,small,m3-f0-i3756-p358330,0.0183,"[474.22, 89.7, 532.03, 139.21]",0.9095
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[446.0, 127.0, 502.0, 175.0]",48.0,small,m3-f0-i3756-p358333,0.0182,"[441.41, 123.19, 500.78, 174.07]",0.8238
i3886-gt,3886,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[503.0, 195.0, 582.0, 271.0]",76.0,small,m3-f0-i3886-p384464,0.0179,"[508.13, 202.4, 587.22, 272.28]",0.784
i3805-gt,3805,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[130.0, 341.0, 206.0, 416.0]",75.0,small,m3-f0-i3805-p369965,0.0179,"[126.98, 340.26, 205.83, 412.87]",0.912
i1916-gt,1916,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[667.0, 449.0, 786.0, 619.0]",119.0,medium,m3-f1-i1916-p199392,0.0179,"[662.94, 448.19, 789.4, 618.99]",0.9365
i3184-gt,3184,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[220.0, 402.0, 282.0, 483.0]",62.0,small,m3-f1-i3184-p351413,0.0178,"[212.65, 403.2, 279.15, 481.96]",0.8317
i3815-gt,3815,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[60.0, 603.0, 162.0, 706.0]",102.0,medium,m3-f0-i3815-p372738,0.0177,"[58.64, 607.42, 166.75, 709.77]",0.8732
i3725-gt,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[134.0, 116.0, 200.0, 178.0]",62.0,small,m3-f0-i3725-p350551,0.0176,"[136.33, 115.16, 193.16, 178.39]",0.8467
i2034-gt,2034,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[375.0, 607.0, 441.0, 642.0]",35.0,small,m3-f1-i2034-p213743,0.0176,"[377.37, 609.27, 442.94, 640.73]",0.8445
i3798-gt,3798,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[437.0, 272.0, 501.0, 326.0]",54.0,small,m3-f0-i3798-p368505,0.0175,"[439.4, 273.66, 497.31, 325.56]",0.8697
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[314.0, 269.0, 370.0, 317.0]",48.0,small,m3-f0-i3756-p358350,0.0175,"[306.88, 266.48, 369.68, 317.9]",0.8238
i1642-gt,1642,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[714.0, 321.0, 800.0, 430.0]",86.0,small,m3-f1-i1642-p169951,0.0173,"[717.58, 320.75, 798.83, 436.28]",0.8942
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[168.0, 82.0, 232.0, 132.0]",50.0,small,m3-f0-i3756-p358356,0.0172,"[170.36, 83.91, 229.64, 130.93]",0.871
i2045-gt,2045,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[101.0, 14.0, 207.0, 67.0]",53.0,small,m3-f0-i2045-p198415,0.017,"[100.1, 13.7, 201.66, 75.61]",0.8119
i3889-gt,3889,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[168.0, 314.0, 255.0, 391.0]",77.0,small,m3-f0-i3889-p385414,0.0165,"[176.3, 321.97, 245.25, 387.01]",0.6695
i3725-gt,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[445.0, 375.0, 502.0, 437.0]",57.0,small,m3-f0-i3725-p350566,0.0163,"[442.75, 373.39, 506.47, 437.55]",0.8644
i4272-gt,4272,1,mar20-airport-proxy-058,aircraft,aircraft,15,"[715.0, 426.0, 800.0, 520.0]",85.0,small,m3-f1-i4272-p465355,0.0163,"[713.13, 429.57, 800.0, 521.22]",0.9301
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[414.0, 274.0, 502.0, 369.0]",88.0,small,m3-f0-i3888-p385018,0.016,"[409.56, 282.06, 499.86, 371.59]",0.8312
i1983-gt,1983,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[167.0, 558.0, 225.0, 619.0]",58.0,small,m3-f0-i1983-p192708,0.0159,"[163.7, 555.27, 227.42, 619.54]",0.8639
i2631-gt,2631,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[272.0, 464.0, 361.0, 540.0]",76.0,small,m3-f2-i2631-p257471,0.0157,"[269.58, 459.69, 371.04, 545.78]",0.7744
i2753-gt,2753,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[577.0, 104.0, 683.0, 261.0]",106.0,medium,m3-f2-i2753-p269696,0.0157,"[575.49, 115.28, 679.98, 257.57]",0.8692
i1496-gt,1496,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[563.0, 93.0, 660.0, 191.0]",97.0,medium,m3-f0-i1496-p148299,0.0155,"[564.58, 88.13, 660.42, 191.16]",0.9324
i3725-gt,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[193.0, 161.0, 261.0, 225.0]",64.0,small,m3-f0-i3725-p350575,0.0155,"[194.12, 162.84, 254.71, 226.42]",0.8487
i3888-gt,3888,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[505.0, 275.0, 593.0, 370.0]",88.0,small,m3-f0-i3888-p385024,0.0155,"[502.97, 286.05, 594.92, 373.47]",0.8199
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[413.0, 162.0, 467.0, 210.0]",48.0,small,m3-f0-i3756-p358398,0.0154,"[408.35, 158.72, 467.43, 210.82]",0.8421
i2563-gt,2563,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[35.0, 635.0, 113.0, 697.0]",62.0,small,m3-f2-i2563-p249969,0.0152,"[22.97, 632.89, 114.62, 700.71]",0.778
i3046-gt,3046,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[468.0, 661.0, 537.0, 788.0]",69.0,small,m3-f1-i3046-p334043,0.0151,"[467.87, 661.43, 539.94, 799.51]",0.875
i3223-gt,3223,1,mar20-airport-proxy-030,aircraft,aircraft,8,"[12.0, 661.0, 92.0, 764.0]",80.0,small,m3-f1-i3223-p356493,0.015,"[6.08, 662.65, 92.02, 762.35]",0.9031
i1305-gt,1305,1,mar20-airport-proxy-043,aircraft,aircraft,22,"[537.0, 680.0, 622.0, 800.0]",85.0,small,m3-f1-i1305-p134217,0.0149,"[539.55, 683.54, 621.39, 800.0]",0.9343
i1424-gt,1424,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[539.0, 151.0, 681.0, 262.0]",111.0,medium,m3-f1-i1424-p147672,0.0147,"[537.06, 149.85, 679.35, 263.04]",0.9564
i3756-gt,3756,0,mar20-airport-proxy-036,aircraft,aircraft,18,"[132.0, 119.0, 195.0, 168.0]",49.0,small,m3-f0-i3756-p358425,0.0145,"[131.18, 116.31, 194.41, 167.48]",0.9177
i2900-gt,2900,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[305.0, 430.0, 402.0, 516.0]",86.0,small,m3-f0-i2900-p273476,0.0143,"[304.39, 431.74, 410.45, 515.92]",0.8969
i3750-gt,3750,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[468.0, 604.0, 518.0, 660.0]",50.0,small,m3-f0-i3750-p356450,0.0142,"[468.38, 607.1, 518.33, 661.65]",0.905
i4272-gt,4272,1,mar20-airport-proxy-058,aircraft,aircraft,15,"[1.0, 380.0, 95.0, 474.0]",94.0,small,m3-f1-i4272-p465390,0.0137,"[0.1, 380.64, 94.14, 473.27]",0.9672
i2012-gt,2012,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[67.0, 538.0, 182.0, 657.0]",115.0,medium,m3-f0-i2012-p194799,0.0137,"[65.89, 532.46, 185.48, 657.25]",0.9171
i3113-gt,3113,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[277.0, 699.0, 378.0, 747.0]",48.0,small,m3-f1-i3113-p343106,0.0137,"[280.69, 699.88, 378.69, 747.0]",0.9395
i3771-gt,3771,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[631.0, 600.0, 733.0, 696.0]",96.0,medium,m3-f0-i3771-p362201,0.0136,"[630.32, 598.14, 736.08, 698.73]",0.9205
i1983-gt,1983,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[402.0, 322.0, 461.0, 382.0]",59.0,small,m3-f0-i1983-p192750,0.0134,"[398.37, 317.83, 463.69, 383.83]",0.821
i1897-gt,1897,1,mar20-airport-proxy-024,aircraft,aircraft,8,"[199.0, 100.0, 272.0, 175.0]",73.0,small,m3-f1-i1897-p197469,0.0134,"[199.73, 99.56, 267.46, 175.83]",0.9134
i4075-gt,4075,1,mar20-airport-proxy-049,aircraft,aircraft,16,"[269.0, 250.0, 353.0, 318.0]",68.0,small,m3-f1-i4075-p449825,0.0134,"[267.67, 244.03, 355.85, 319.86]",0.8543
i3798-gt,3798,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[391.0, 333.0, 450.0, 389.0]",56.0,small,m3-f0-i3798-p368591,0.0133,"[391.28, 335.77, 448.56, 388.45]",0.9133
i3798-gt,3798,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[557.0, 122.0, 616.0, 175.0]",53.0,small,m3-f0-i3798-p368589,0.0133,"[557.06, 122.39, 614.04, 172.53]",0.9138
i3725-gt,3725,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[338.0, 285.0, 398.0, 347.0]",60.0,small,m3-f0-i3725-p350604,0.0133,"[335.67, 281.4, 401.83, 349.85]",0.8213
i3740-gt,3740,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[183.0, 206.0, 241.0, 272.0]",58.0,small,m3-f1-i3740-p409062,0.0132,"[184.99, 207.69, 240.01, 271.61]",0.9188
i4272-gt,4272,1,mar20-airport-proxy-058,aircraft,aircraft,15,"[609.0, 419.0, 710.0, 513.0]",94.0,small,m3-f1-i4272-p465405,0.0129,"[608.2, 418.29, 710.55, 515.31]",0.9561
i1550-gt,1550,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[593.0, 574.0, 699.0, 654.0]",80.0,small,m3-f1-i1550-p161051,0.0129,"[592.77, 575.29, 701.76, 653.61]",0.9527
i3223-gt,3223,1,mar20-airport-proxy-030,aircraft,aircraft,8,"[71.0, 509.0, 146.0, 612.0]",75.0,small,m3-f1-i3223-p356544,0.0129,"[68.65, 508.47, 145.21, 607.93]",0.9181
i3173-gt,3173,1,mar20-airport-proxy-057,aircraft,aircraft,19,"[21.0, 272.0, 106.0, 323.0]",51.0,small,m3-f1-i3173-p350628,0.0128,"[27.91, 274.77, 110.18, 323.28]",0.8261
i1977-gt,1977,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[142.0, 3.0, 368.0, 199.0]",196.0,medium,m3-f2-i1977-p193557,0.0128,"[141.7, 0.0, 371.97, 196.53]",0.9547
i1550-gt,1550,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[256.0, 608.0, 374.0, 686.0]",78.0,small,m3-f1-i1550-p161074,0.0125,"[263.67, 607.3, 367.58, 689.58]",0.84
i3223-gt,3223,1,mar20-airport-proxy-030,aircraft,aircraft,8,"[125.0, 347.0, 201.0, 450.0]",76.0,small,m3-f1-i3223-p356558,0.0124,"[126.25, 341.75, 200.12, 450.44]",0.9225
i4272-gt,4272,1,mar20-airport-proxy-058,aircraft,aircraft,15,"[507.0, 416.0, 607.0, 508.0]",92.0,small,m3-f1-i4272-p465416,0.0123,"[505.96, 413.94, 606.54, 506.37]",0.9468
i1550-gt,1550,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[530.0, 466.0, 643.0, 543.0]",77.0,small,m3-f1-i1550-p161089,0.0123,"[533.64, 463.6, 638.23, 541.09]",0.8773
i1431-gt,1431,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[214.0, 481.0, 311.0, 584.0]",97.0,medium,m3-f2-i1431-p139348,0.0123,"[209.77, 475.54, 313.28, 586.96]",0.8662
i3368-gt,3368,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[412.0, 76.0, 546.0, 222.0]",134.0,medium,m3-f0-i3368-p314527,0.0122,"[412.35, 72.12, 546.24, 200.93]",0.8301
i2008-gt,2008,2,mar20-airport-proxy-004,aircraft,aircraft,6,"[320.0, 281.0, 390.0, 353.0]",70.0,small,m3-f2-i2008-p197245,0.0121,"[323.85, 278.42, 395.68, 350.49]",0.8179
i3798-gt,3798,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[530.0, 157.0, 588.0, 211.0]",54.0,small,m3-f0-i3798-p368633,0.0121,"[527.98, 159.86, 586.08, 210.45]",0.8772
i1841-gt,1841,0,mar20-airport-proxy-055,aircraft,aircraft,7,"[539.0, 574.0, 708.0, 763.0]",169.0,medium,m3-f0-i1841-p181026,0.0121,"[538.53, 573.34, 709.13, 771.19]",0.9463
i1431-gt,1431,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[146.0, 537.0, 248.0, 645.0]",102.0,medium,m3-f2-i1431-p139356,0.0119,"[146.14, 535.45, 247.41, 648.14]",0.9518
i1841-gt,1841,0,mar20-airport-proxy-055,aircraft,aircraft,7,"[18.0, 586.0, 193.0, 775.0]",175.0,medium,m3-f0-i1841-p181033,0.0119,"[17.63, 589.84, 192.14, 780.47]",0.9456
i3750-gt,3750,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[589.0, 476.0, 639.0, 528.0]",50.0,small,m3-f0-i3750-p356468,0.0119,"[590.58, 475.9, 639.89, 528.78]",0.9361
i2138-gt,2138,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[175.0, 653.0, 294.0, 748.0]",95.0,small,m3-f2-i2138-p208074,0.0117,"[176.95, 650.93, 297.66, 749.85]",0.917
i2872-gt,2872,2,mar20-airport-proxy-004,aircraft,aircraft,21,"[495.0, 95.0, 682.0, 273.0]",178.0,medium,m3-f2-i2872-p276587,0.0117,"[490.19, 97.75, 684.81, 278.22]",0.9195
i3740-gt,3740,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[479.0, 390.0, 539.0, 468.0]",60.0,small,m3-f1-i3740-p409111,0.0116,"[479.64, 393.77, 535.99, 462.48]",0.8272
i3846-gt,3846,0,mar20-airport-proxy-037,aircraft,aircraft,12,"[682.0, 219.0, 739.0, 279.0]",57.0,small,m3-f0-i3846-p379083,0.0116,"[682.74, 218.24, 736.79, 279.03]",0.9366
i3045-gt,3045,1,mar20-airport-proxy-030,aircraft,aircraft,13,"[418.0, 354.0, 671.0, 584.0]",230.0,medium,m3-f1-i3045-p333866,0.0116,"[419.63, 351.86, 674.9, 582.52]",0.9633
i4336-gt,4336,1,mar20-airport-proxy-007,aircraft,aircraft,6,"[378.0, 475.0, 435.0, 535.0]",57.0,small,m3-f1-i4336-p472453,0.0113,"[375.55, 474.26, 436.39, 538.66]",0.873
i4267-gt,4267,2,mar20-airport-proxy-009,aircraft,aircraft,6,"[256.0, 295.0, 475.0, 498.0]",203.0,medium,m3-f2-i4267-p388258,0.0113,"[247.75, 295.72, 487.57, 497.97]",0.9101
i2445-gt,2445,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[538.0, 249.0, 625.0, 363.0]",87.0,small,m3-f2-i2445-p236879,0.0112,"[506.05, 233.11, 630.66, 366.89]",0.5949
i2043-gt,2043,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[550.0, 25.0, 678.0, 143.0]",118.0,medium,m3-f0-i2043-p198200,0.0112,"[547.17, 0.0, 675.49, 142.97]",0.7939
i3223-gt,3223,1,mar20-airport-proxy-030,aircraft,aircraft,8,"[228.0, 33.0, 303.0, 135.0]",75.0,small,m3-f1-i3223-p356603,0.011,"[229.47, 29.83, 302.95, 132.96]",0.9319
i1977-gt,1977,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[63.0, 401.0, 286.0, 603.0]",202.0,medium,m3-f2-i1977-p193575,0.0109,"[57.23, 404.3, 291.02, 602.73]",0.9378
i3534-gt,3534,1,mar20-airport-proxy-012,aircraft,aircraft,8,"[323.0, 80.0, 404.0, 140.0]",60.0,small,m3-f1-i3534-p386520,0.0109,"[327.15, 81.35, 397.07, 141.7]",0.8237
i3257-gt,3257,0,mar20-airport-proxy-055,aircraft,aircraft,7,"[206.0, 500.0, 396.0, 734.0]",190.0,medium,m3-f0-i3257-p303165,0.0109,"[200.15, 504.0, 395.95, 733.5]",0.9517
i2028-gt,2028,1,mar20-airport-proxy-043,aircraft,aircraft,22,"[491.0, 90.0, 543.0, 161.0]",52.0,small,m3-f1-i2028-p212694,0.0108,"[490.6, 91.11, 543.77, 163.57]",0.9292
i3769-gt,3769,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[564.0, 41.0, 624.0, 113.0]",60.0,small,m3-f2-i3769-p359042,0.0108,"[562.06, 31.69, 625.44, 115.87]",0.8097
i2772-gt,2772,2,mar20-airport-proxy-005,aircraft,aircraft,21,"[254.0, 281.0, 433.0, 457.0]",176.0,medium,m3-f2-i2772-p270317,0.0108,"[252.98, 288.09, 433.74, 459.18]",0.9391
i1977-gt,1977,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[105.0, 202.0, 326.0, 404.0]",202.0,medium,m3-f2-i1977-p193584,0.0106,"[105.27, 204.15, 332.62, 400.93]",0.9454
i2656-gt,2656,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[29.0, 258.0, 180.0, 341.0]",83.0,small,m3-f0-i2656-p250382,0.0106,"[18.36, 259.86, 182.81, 351.86]",0.7951
i2822-gt,2822,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[337.0, 368.0, 439.0, 497.0]",102.0,medium,m3-f0-i2822-p265077,0.0106,"[331.49, 369.53, 444.29, 496.88]",0.8938
i2349-gt,2349,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[1.0, 578.0, 155.0, 739.0]",154.0,medium,m3-f0-i2349-p223917,0.0105,"[0.38, 579.84, 156.08, 742.5]",0.957
i1727-gt,1727,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[443.0, 555.0, 576.0, 700.0]",133.0,medium,m3-f0-i1727-p169086,0.0104,"[454.49, 551.42, 579.1, 686.87]",0.7955
i1497-gt,1497,2,mar20-airport-proxy-009,aircraft,aircraft,10,"[410.0, 418.0, 447.0, 454.0]",36.0,small,m3-f2-i1497-p145395,0.0104,"[406.46, 416.86, 449.74, 455.45]",0.7975
i1548-gt,1548,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[393.0, 42.0, 565.0, 194.0]",152.0,medium,m3-f2-i1548-p150761,0.0103,"[398.44, 43.99, 569.53, 193.31]",0.9273
i3873-gt,3873,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[287.0, 207.0, 405.0, 297.0]",90.0,small,m3-f2-i3873-p363671,0.0103,"[293.56, 207.57, 395.61, 300.97]",0.8278
i3467-gt,3467,0,mar20-airport-proxy-036,aircraft,aircraft,8,"[603.0, 509.0, 704.0, 588.0]",79.0,small,m3-f0-i3467-p322745,0.0103,"[607.08, 512.99, 703.08, 585.45]",0.8718
i3206-gt,3206,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[664.0, 70.0, 756.0, 151.0]",81.0,small,m3-f2-i3206-p307795,0.0102,"[662.26, 67.6, 757.28, 155.05]",0.8968
i3806-gt,3806,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[294.0, 427.0, 370.0, 505.0]",76.0,small,m3-f0-i3806-p370410,0.0102,"[293.53, 423.49, 373.27, 504.64]",0.908
i3875-gt,3875,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[508.0, 446.0, 574.0, 500.0]",54.0,small,m3-f0-i3875-p383972,0.0101,"[507.79, 446.02, 575.02, 497.73]",0.9407
i2476-gt,2476,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[656.0, 407.0, 784.0, 463.0]",56.0,small,m3-f2-i2476-p240219,0.01,"[656.4, 405.64, 779.54, 463.11]",0.9384
i2656-gt,2656,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[109.0, 53.0, 262.0, 141.0]",88.0,small,m3-f0-i2656-p250407,0.0098,"[110.79, 53.74, 254.05, 145.87]",0.8827
i2969-gt,2969,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[406.0, 589.0, 520.0, 669.0]",80.0,small,m3-f1-i2969-p324884,0.0097,"[405.47, 588.87, 522.66, 671.29]",0.9442
i2043-gt,2043,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[93.0, 487.0, 220.0, 622.0]",127.0,medium,m3-f0-i2043-p198260,0.0096,"[96.83, 484.57, 219.38, 625.59]",0.9252
i3660-gt,3660,2,mar20-airport-proxy-056,aircraft,aircraft,8,"[237.0, 16.0, 315.0, 116.0]",78.0,small,m3-f2-i3660-p353297,0.0096,"[240.89, 11.18, 329.42, 125.73]",0.7038
i2656-gt,2656,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[550.0, 733.0, 695.0, 800.0]",67.0,small,m3-f0-i2656-p250420,0.0095,"[530.42, 734.03, 682.86, 800.0]",0.7963
i3801-gt,3801,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[8.0, 158.0, 89.0, 237.0]",79.0,small,m3-f0-i3801-p369507,0.0095,"[7.4, 155.1, 89.09, 237.67]",0.9487
i1548-gt,1548,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[370.0, 199.0, 540.0, 344.0]",145.0,medium,m3-f2-i1548-p150784,0.0094,"[374.27, 195.21, 539.79, 341.5]",0.9332
i4350-gt,4350,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[63.0, 398.0, 190.0, 455.0]",57.0,small,m3-f2-i4350-p395846,0.0094,"[65.67, 396.7, 183.54, 456.42]",0.8888
i4265-gt,4265,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[167.0, 681.0, 278.0, 800.0]",111.0,medium,m3-f1-i4265-p465243,0.0092,"[167.58, 679.44, 277.73, 799.46]",0.9753
i1548-gt,1548,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[277.0, 643.0, 445.0, 788.0]",145.0,medium,m3-f2-i1548-p150795,0.0091,"[285.64, 638.96, 447.95, 789.16]",0.9015
i3710-gt,3710,0,mar20-airport-proxy-018,aircraft,aircraft,20,"[30.0, 254.0, 131.0, 347.0]",93.0,small,m3-f0-i3710-p347601,0.0091,"[30.18, 253.3, 130.96, 349.83]",0.9614
i1870-gt,1870,1,mar20-airport-proxy-043,aircraft,aircraft,22,"[388.0, 528.0, 459.0, 628.0]",71.0,small,m3-f1-i1870-p195231,0.0091,"[385.03, 525.88, 461.06, 622.56]",0.8678
i3347-gt,3347,0,mar20-airport-proxy-041,aircraft,aircraft,4,"[147.0, 351.0, 230.0, 424.0]",73.0,small,m3-f0-i3347-p311618,0.009,"[143.46, 350.34, 230.76, 421.53]",0.9119
i4350-gt,4350,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[407.0, 518.0, 532.0, 576.0]",58.0,small,m3-f2-i4350-p395868,0.0089,"[407.03, 516.24, 523.44, 575.95]",0.9048
i2532-gt,2532,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[292.0, 161.0, 461.0, 316.0]",155.0,medium,m3-f2-i2532-p246456,0.0089,"[301.17, 165.67, 462.89, 314.79]",0.9002
i3328-gt,3328,2,mar20-airport-proxy-015,aircraft,aircraft,23,"[378.0, 86.0, 435.0, 159.0]",57.0,small,m3-f2-i3328-p321258,0.0087,"[378.27, 77.15, 437.35, 159.57]",0.847
i2618-gt,2618,0,mar20-airport-proxy-055,aircraft,aircraft,7,"[383.0, 485.0, 528.0, 641.0]",145.0,medium,m3-f0-i2618-p246191,0.0087,"[384.81, 485.06, 528.47, 645.41]",0.9572
i3280-gt,3280,0,mar20-airport-proxy-045,aircraft,aircraft,10,"[237.0, 613.0, 404.0, 800.0]",167.0,medium,m3-f0-i3280-p306110,0.0087,"[230.57, 615.87, 404.59, 800.0]",0.9455
i1832-gt,1832,0,mar20-airport-proxy-048,aircraft,aircraft,17,"[497.0, 185.0, 610.0, 300.0]",113.0,medium,m3-f0-i1832-p180381,0.0087,"[494.68, 181.54, 610.01, 300.49]",0.9473
i3726-gt,3726,0,mar20-airport-proxy-036,aircraft,aircraft,8,"[607.0, 53.0, 674.0, 104.0]",51.0,small,m3-f0-i3726-p350995,0.0086,"[611.11, 59.55, 674.83, 107.35]",0.7624
i3824-gt,3824,1,mar20-airport-proxy-017,aircraft,aircraft,4,"[407.0, 193.0, 505.0, 268.0]",75.0,small,m3-f1-i3824-p413051,0.0086,"[405.66, 194.31, 505.27, 266.63]",0.9492
i3663-gt,3663,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[300.0, 652.0, 471.0, 793.0]",141.0,medium,m3-f2-i3663-p354210,0.0086,"[297.07, 654.69, 470.12, 800.0]",0.9146
i1502-gt,1502,0,mar20-airport-proxy-036,aircraft,aircraft,8,"[372.0, 633.0, 437.0, 717.0]",65.0,small,m3-f0-i1502-p148730,0.0086,"[376.64, 639.48, 429.61, 713.65]",0.7197
i1832-gt,1832,0,mar20-airport-proxy-048,aircraft,aircraft,17,"[294.0, 551.0, 417.0, 682.0]",123.0,medium,m3-f0-i1832-p180394,0.0085,"[293.95, 548.83, 418.55, 681.64]",0.9684
i1725-gt,1725,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[193.0, 370.0, 260.0, 421.0]",51.0,small,m3-f1-i1725-p178143,0.0085,"[186.43, 370.26, 259.93, 422.07]",0.887
i2618-gt,2618,0,mar20-airport-proxy-055,aircraft,aircraft,7,"[94.0, 425.0, 234.0, 583.0]",140.0,medium,m3-f0-i2618-p246204,0.0084,"[93.16, 426.81, 234.77, 593.51]",0.9166
i1302-gt,1302,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[20.0, 333.0, 137.0, 445.0]",112.0,medium,m3-f0-i1302-p128932,0.0084,"[0.0, 310.55, 148.1, 443.36]",0.6501
i2536-gt,2536,0,mar20-airport-proxy-033,aircraft,aircraft,19,"[466.0, 208.0, 548.0, 317.0]",82.0,small,m3-f0-i2536-p239572,0.0084,"[470.63, 216.97, 548.12, 309.59]",0.8008
i3409-gt,3409,0,mar20-airport-proxy-033,aircraft,aircraft,23,"[58.0, 380.0, 150.0, 499.0]",92.0,small,m3-f0-i3409-p317689,0.0083,"[46.44, 372.95, 149.46, 501.27]",0.8193
